item_nbr,total_sales,family
1695848,3090.5355,PRODUCE
1695860,794.679800000001,PRODUCE
1695865,1527.5744,PRODUCE
1695872,3254,PRODUCE
1695873,7700,PRODUCE
1695874,6412,PRODUCE
1695875,10966,PRODUCE
1695879,1553.2725,PRODUCE
1695882,5685.9725,PRODUCE
1695886,1521.824,PRODUCE
1695887,7131.9589,PRODUCE
1695888,1563.3883,PRODUCE
1695900,8834.0565,PRODUCE
1695901,2279.499,PRODUCE
1695904,2774.8849,PRODUCE
1695905,3385.798,PRODUCE
1695907,5191.3756,PRODUCE
1695912,2594.101,PRODUCE
1695925,1186.1227,PRODUCE
1695931,9569.729,PRODUCE
1695932,1773.0087,PRODUCE
1695935,9224.6705,PRODUCE
1695936,1678.1558,PRODUCE
1695940,2850.0256,PRODUCE
1695950,12728.9095,PRODUCE
1695956,2738.7649,PRODUCE
1695959,3834.1456,PRODUCE
1695961,7259.6953,PRODUCE
1695964,1000.37,PRODUCE
1695965,2426.362,PRODUCE
1695966,4384.115,PRODUCE
1695971,7844.968,PRODUCE
1695972,10205.5105,PRODUCE
1695978,2564.9996,PRODUCE
1695979,1302.1428,PRODUCE
1695983,1092,PRODUCE
1695984,3304.754,PRODUCE
1695989,2569,PRODUCE
1695991,5949,PRODUCE
1695994,849.4876,PRODUCE
1695995,2805.9804,PRODUCE
1695999,16426.2739,PRODUCE
1696003,8056.0142,PRODUCE
1696007,19043.6111,PRODUCE
1696008,3744.061,PRODUCE
1696013,7251.8736,PRODUCE
1696014,4851,PRODUCE
1696015,3861,PRODUCE
1696020,3738,PRODUCE
1696021,2370,PRODUCE
1696022,4812,PRODUCE
1696023,2697,PRODUCE
1696025,2096,PRODUCE
1696026,3899,PRODUCE
1696029,1933.995,PRODUCE
1696036,6723,PRODUCE
1696038,2362.3123,PRODUCE
1696039,2889.347,PRODUCE
1696041,11454,PRODUCE
1696042,2132.5048,PRODUCE
1696044,2354.0817,PRODUCE
1696046,8904.2317,PRODUCE
1696047,1393.7667,PRODUCE
1696051,9520,PRODUCE
1696052,10924,PRODUCE
1707160,4363.0186,PRODUCE
1709252,2767,PRODUCE
1711747,3754,PRODUCE
1717057,4414,PRODUCE
1717134,227,CELEBRATION
1717181,2896,PRODUCE
1717269,392,SCHOOL AND OFFICE SUPPLIES
1717271,142,SCHOOL AND OFFICE SUPPLIES
1717640,1823,PRODUCE
1717663,2166.4961,PRODUCE
1718310,3699,PRODUCE
1718319,1865,PRODUCE
1719236,6025,PRODUCE
1719504,2176.1347,PRODUCE
1726000,3825,PRODUCE
1726002,2130.9319,PRODUCE
1726009,5208,PRODUCE
1726956,3321,PRODUCE
1730015,860,SCHOOL AND OFFICE SUPPLIES
1741423,2508,PRODUCE
1751174,23965.7371,PRODUCE
1751175,9142.11579999999,PRODUCE
1751176,14307.7018,PRODUCE
1765164,227,CELEBRATION
1898959,3773,BEVERAGES
1898960,4255,BEVERAGES
1898961,3114,BEVERAGES
1898998,67,GROCERY I
1899450,1731,GROCERY I
1900715,1826,PERSONAL CARE
1903391,382,HARDWARE
1903428,376,AUTOMOTIVE
1903432,191,AUTOMOTIVE
1903500,1928.39,MEATS
1903501,1235.71,MEATS
1903717,144,SCHOOL AND OFFICE SUPPLIES
1904678,2140,BEVERAGES
1905638,1041,GROCERY I
1905639,618,GROCERY I
1905800,116,PERSONAL CARE
1906099,2195,PRODUCE
1906100,2269,PRODUCE
1906821,113,GROCERY I
1908028,4363,PRODUCE
1908340,279,HOME CARE
1909408,1133,CLEANING
1909409,1470,CLEANING
1909411,2350,HOME CARE
1909412,1388,HOME CARE
1909453,262,HOME AND KITCHEN II
1909482,125,HOME AND KITCHEN II
1909483,343,HOME AND KITCHEN II
1909699,1540,GROCERY I
1909708,108,GROCERY I
1909724,704,HOME AND KITCHEN I
1909729,167,HOME AND KITCHEN II
1909748,136,HOME AND KITCHEN I
1909752,5658,BEVERAGES
1909754,429,HOME AND KITCHEN II
1909755,533,HOME AND KITCHEN II
1909770,346,HOME AND KITCHEN II
1909901,178,HOME AND KITCHEN II
1910055,1305,GROCERY I
1910611,2250,DAIRY
1911102,296,GROCERY I
1911336,67,BEAUTY
1912671,237,GROCERY I
1913055,84,PERSONAL CARE
1913230,1379,CLEANING
1913236,5283,BEVERAGES
1913257,6219,CLEANING
1913258,2809,CLEANING
1913462,13534,PRODUCE
1913463,5984,PRODUCE
1913464,7592,PRODUCE
1913595,1159,PERSONAL CARE
1913596,1053,PERSONAL CARE
1913599,1237,PERSONAL CARE
1913600,1201,PERSONAL CARE
1913604,688,PERSONAL CARE
1913813,145,GROCERY I
1914276,1100,GROCERY I
1914277,3931,BEVERAGES
1914278,2076,BEVERAGES
1914279,3609,BEVERAGES
1914280,2871,BEVERAGES
1914367,107,GROCERY I
1914503,83,HOME CARE
1914782,1270,DAIRY
1914786,2097,BEVERAGES
1915000,149,PERSONAL CARE
1915036,1427,HOME CARE
1915102,124,GROCERY I
1916165,1342,PRODUCE
1916208,796,GROCERY I
1916209,1150,GROCERY I
1916577,5992,BREAD/BAKERY
1916578,1386,BREAD/BAKERY
1916579,1185,BREAD/BAKERY
1917879,1669,BEVERAGES
1918621,570,BEVERAGES
1919674,15,PERSONAL CARE
1919795,2874,DAIRY
1919933,3752,GROCERY I
1919935,2440,GROCERY I
1919937,1579,GROCERY I
1919977,476,GROCERY I
1920016,1251,GROCERY I
1920035,1846,GROCERY I
1920045,5624,GROCERY I
1920046,1602,GROCERY I
1920057,5279,GROCERY I
1920059,4260,GROCERY I
1920067,1150,GROCERY I
1920069,1017,GROCERY I
1920071,2777,GROCERY I
1920072,1547,GROCERY I
1920080,7434,GROCERY I
1920084,5985,GROCERY I
1920095,1244,GROCERY I
1920096,1550,GROCERY I
1920107,1243,GROCERY I
1920117,2101,GROCERY I
1920141,1436,GROCERY I
1920145,2588,GROCERY I
1920284,1863,PERSONAL CARE
1920863,63,GROCERY I
1921769,987,DELI
1921770,686,DELI
1922657,2701,PERSONAL CARE
1923218,229,GROCERY I
1924591,798,PERSONAL CARE
1924661,1000,CLEANING
1924662,1987,CLEANING
1926105,1104,BEVERAGES
1926106,1084,BEVERAGES
1926107,726,BEVERAGES
1926217,20178,PRODUCE
1929795,2486,GROCERY I
1929797,4085,GROCERY I
1930065,1127,GROCERY I
1930967,4175,GROCERY I
1931046,172,PET SUPPLIES
1931047,202,PET SUPPLIES
1931079,217,PET SUPPLIES
1932491,3284,BEVERAGES
1932492,2352,BEVERAGES
1932493,3212,BEVERAGES
1932980,2919,BREAD/BAKERY
1933240,1085,GROCERY I
1935388,384,BEAUTY
1935459,46,PERSONAL CARE
1935465,57,BEAUTY
1935601,1425,GROCERY I
1936173,2903,GROCERY I
1936510,246,GROCERY I
1936589,3964,GROCERY I
1936629,3386,GROCERY I
1936647,982,FROZEN FOODS
1936771,719,PRODUCE
1936931,2017,BEVERAGES
1937039,2633,BEVERAGES
1937083,448,BEVERAGES
1937350,1000,GROCERY I
1937443,1384,GROCERY I
1937454,2245,BEVERAGES
1937608,3695,GROCERY I
1937611,3135,GROCERY I
1937662,3828,GROCERY I
1938021,109,PERSONAL CARE
1938490,1124,BEVERAGES
1938600,861,BEVERAGES
1939144,2286,HOME CARE
1939221,947,BEVERAGES
1939239,27,"LIQUOR,WINE,BEER"
1939383,1221,BEVERAGES
1939424,1968,BEVERAGES
1939531,2056,BEVERAGES
1940026,1925,DELI
1940454,842,BREAD/BAKERY
1940466,662,BREAD/BAKERY
1942510,1200,BEVERAGES
1943149,744,CLEANING
1943435,1674,BEVERAGES
1943792,4443,BEVERAGES
1944334,1592.109,POULTRY
1944828,2824.631,POULTRY
1944889,155,BEVERAGES
1944899,801,BEVERAGES
1945572,600,PRODUCE
1945851,2477,PRODUCE
1945991,2966,PRODUCE
1946155,2920,DELI
1946311,110,GROCERY I
1946325,155,GROCERY I
1946668,134,GROCERY I
1948161,1348,DELI
1948220,131,HOME AND KITCHEN II
1948305,28,GROCERY I
1948372,298,"LIQUOR,WINE,BEER"
1948448,4064,BEVERAGES
1948483,3992,BEVERAGES
1948550,1292,DAIRY
1948632,1031,GROCERY I
1949662,792,BEVERAGES
1949872,250,GROCERY I
1949898,2580,GROCERY I
1950029,1598,PRODUCE
1950170,116,BEVERAGES
1950263,107,GROCERY I
1950301,729,MAGAZINES
1950405,127,BEVERAGES
1950658,975,GROCERY I
1950703,162,CLEANING
1950890,688,GROCERY I
1951039,2050,BEVERAGES
1951042,700,BEVERAGES
1954510,690,GROCERY I
1954663,7149.153,PRODUCE
1954748,121,HOME AND KITCHEN I
1954766,81,HOME AND KITCHEN I
1954771,180,GROCERY II
1955347,25,GROCERY I
1956004,937,GROCERY I
1956062,39,CLEANING
1956354,2783,HOME CARE
1956479,1131,GROCERY I
1956622,42,GROCERY I
1957078,1478,DAIRY
1957773,120,GROCERY I
1958166,5018,BEVERAGES
1958171,2644,BEVERAGES
1958175,166,BEVERAGES
1958177,3870,BEVERAGES
1958179,935,BEVERAGES
1958181,11504,BEVERAGES
1958185,2657,BEVERAGES
1958186,5664,BEVERAGES
1958187,2695,BEVERAGES
1958189,2991,BEVERAGES
1958191,1039,BEVERAGES
1958193,1571,BEVERAGES
1958200,2266,BEVERAGES
1958201,3346,BEVERAGES
1958202,1980,BEVERAGES
1958210,1390,BEVERAGES
1958216,17870,BEVERAGES
1958217,1418,BEVERAGES
1958218,2052,BEVERAGES
1958219,943,BEVERAGES
1958223,820,BEVERAGES
1958226,1087,BEVERAGES
1958231,2128,BEVERAGES
1958238,2553,BEVERAGES
1958245,4894,BEVERAGES
1958249,1944,BEVERAGES
1958252,2946,BEVERAGES
1958262,579,GROCERY I
1958268,718,GROCERY I
1958713,924,BREAD/BAKERY
1959817,2763,CLEANING
1960256,63,BEVERAGES
1960304,907,GROCERY I
1960591,1755,PRODUCE
1960613,2360,PRODUCE
1960691,1266,PRODUCE
1960765,1661,PRODUCE
1960806,1456,PRODUCE
1960892,9394,PRODUCE
1960944,3925,PRODUCE
1961065,826,PRODUCE
1961112,1841.38,PRODUCE
1961161,1867,PRODUCE
1961293,870,PRODUCE
1961595,1426,GROCERY I
1961606,31,CLEANING
1962621,17949,BEVERAGES
1962694,59,PERSONAL CARE
1962824,1007,DAIRY
1963265,6236,DAIRY
1963277,16015,DAIRY
1963324,123,PLAYERS AND ELECTRONICS
1963330,196,PLAYERS AND ELECTRONICS
1963348,163,PLAYERS AND ELECTRONICS
1963363,177,PLAYERS AND ELECTRONICS
1963404,185,CELEBRATION
1963459,320,CELEBRATION
1963540,1701,GROCERY I
1963561,725,CLEANING
1963591,552,CLEANING
1963606,1960,PERSONAL CARE
1963684,143,HOME AND KITCHEN I
1963740,3205,BREAD/BAKERY
1963752,279,HOME AND KITCHEN I
1963811,1980,GROCERY I
1963838,1115,CLEANING
1963892,5302,GROCERY I
1963919,54,GROCERY I
1964111,1696,PRODUCE
1964356,1078,DAIRY
1964738,2727,BEVERAGES
1964739,3400,BEVERAGES
1964804,2109,BEVERAGES
1964810,3173,BEVERAGES
1964850,3372,BEVERAGES
1965074,888,CLEANING
1965343,18,GROCERY I
1965358,184,BEAUTY
1965367,52,BEVERAGES
1965425,135,PERSONAL CARE
1965457,30,GROCERY I
1965539,214,CLEANING
1965732,1720,CLEANING
1965853,4266,GROCERY I
1965878,2426,GROCERY I
1965978,2139,GROCERY I
1966167,976,BEVERAGES
1966629,1596,PRODUCE
1966995,1285,BEVERAGES
1967038,1696,GROCERY I
1967150,1396,GROCERY I
1967566,2353,GROCERY I
1967642,2048,GROCERY I
1967660,1912,GROCERY I
1967914,1747,GROCERY I
1968073,150,GROCERY I
1968167,1241,DAIRY
1968318,855,DAIRY
1968368,4475,DAIRY
1968390,4702,DAIRY
1968452,3918,DAIRY
1968666,863,PERSONAL CARE
1968938,2569,CLEANING
1969477,162,AUTOMOTIVE
1969485,237,AUTOMOTIVE
1969675,93,GROCERY I
1969863,218,AUTOMOTIVE
1969899,192,AUTOMOTIVE
1969929,860,GROCERY I
1970094,156,AUTOMOTIVE
1970207,283,GROCERY I
1970428,2071,GROCERY I
1970831,730,PERSONAL CARE
1971255,3317,BEVERAGES
1971317,3471,BEVERAGES
1971328,832,DAIRY
1971338,1969,DAIRY
1971365,873,BEVERAGES
1971373,731,DAIRY
1971394,1028,DAIRY
1971423,792,BEVERAGES
1971436,3808,DAIRY
1971461,713,DAIRY
1971730,250,HOME AND KITCHEN I
1971792,245,HOME AND KITCHEN I
1972039,177,HOME AND KITCHEN I
1972138,254,HOME AND KITCHEN I
1972227,261,HOME AND KITCHEN I
1972316,154,HOME AND KITCHEN I
1972443,225,HOME AND KITCHEN I
1972462,200,HOME AND KITCHEN I
1972587,216,HOME AND KITCHEN I
1972601,116,HOME AND KITCHEN I
1972673,185,HOME AND KITCHEN I
1972737,223,HOME AND KITCHEN I
1972763,162,HOME AND KITCHEN I
1972782,147,HOME AND KITCHEN I
1972822,194,HOME AND KITCHEN I
1973454,1138,BREAD/BAKERY
1973543,533,BREAD/BAKERY
1973587,521,BREAD/BAKERY
1973606,1061,GROCERY I
1973919,1737,BEVERAGES
1974834,655,BEVERAGES
1974848,998,EGGS
1974921,851,BEVERAGES
1974931,14,GROCERY I
1975439,2545,GROCERY I
1975468,115,GROCERY I
1975512,1627,GROCERY I
1975514,973,GROCERY I
1975527,766,GROCERY I
1975558,1906,GROCERY I
1975562,1670,GROCERY I
1975571,1297,GROCERY I
1975578,1525,GROCERY I
1975584,313,GROCERY I
1975598,1074,GROCERY I
1975602,56,GROCERY I
1975649,1681,GROCERY I
1975680,1693,GROCERY I
1975686,1529,GROCERY I
1975715,3053,GROCERY I
1976186,507,BEVERAGES
1976260,3361,BEVERAGES
1976342,1797,GROCERY I
1976349,130,"LIQUOR,WINE,BEER"
1976710,939,BEVERAGES
1977218,625,GROCERY I
1977420,985,PERSONAL CARE
1977486,56,BEVERAGES
1977887,1956,DAIRY
1977901,1926,DAIRY
1977997,1207,DAIRY
1978835,8042,BREAD/BAKERY
1979200,81,GROCERY I
1979268,2451,BEVERAGES
1980485,629,BEVERAGES
1980532,327,BEVERAGES
1980590,903,CLEANING
1980702,673,BEVERAGES
1980754,1099,BEVERAGES
1980755,1965,BEVERAGES
1980816,22,GROCERY I
1981370,1967,GROCERY I
1981470,969,DAIRY
1981607,4721,GROCERY I
1981836,501,PERSONAL CARE
1981900,2108,PERSONAL CARE
1982059,38,GROCERY I
1985099,39,PERSONAL CARE
1986436,57,HOME CARE
1986500,1126,HOME CARE
1986524,1514,PRODUCE
1986603,775,PRODUCE
1986627,1489,HOME CARE
1986680,227,BEVERAGES
1986760,951,HOME CARE
1986825,1418,HOME CARE
1987120,1409,GROCERY I
1987152,1414,GROCERY I
1987263,510,GROCERY I
1987383,3638,GROCERY I
1987464,48,HOME CARE
1987653,1077,DAIRY
1987709,5190,GROCERY I
1987893,238,CLEANING
1988256,512,DAIRY
1988377,180,HOME AND KITCHEN I
1988467,56,CLEANING
1988754,2063,PRODUCE
1988902,128,GROCERY I
1988975,236,HOME AND KITCHEN I
1989346,212,GROCERY I
1989798,1403,BREAD/BAKERY
1990061,1002,BEVERAGES
1990194,1038,DELI
1990453,683,BEVERAGES
1990578,779.215,PRODUCE
1990612,953,BEVERAGES
1990640,750,BEVERAGES
1990673,1826.379,PRODUCE
1990742,2399,DELI
1990768,384,BEVERAGES
1990881,1322,BEVERAGES
1991041,1638,HOME CARE
1991097,116,HOME AND KITCHEN I
1991151,2224,GROCERY I
1991217,1049,GROCERY I
1991561,15,GROCERY I
1992672,1874,GROCERY I
1992914,4737,CLEANING
1993077,1003,GROCERY I
1993091,638,CLEANING
1993195,979,GROCERY I
1993337,612,BEVERAGES
1993601,960,"LIQUOR,WINE,BEER"
1993625,4,HOME AND KITCHEN I
1993879,79,BEVERAGES
1994369,1180.19,POULTRY
1994863,702,GROCERY I
1994926,508,GROCERY I
1994941,45,GROCERY I
1997322,37,GROCERY I
1997781,246,CLEANING
1997895,95,BEVERAGES
1997976,526,GROCERY I
1998005,3563,BREAD/BAKERY
1998078,886,GROCERY I
1998889,746,BEVERAGES
1998945,608,HOME CARE
1999114,1025,GROCERY I
1999775,540,CLEANING
1999969,595,BEVERAGES
2000482,2167,BEVERAGES
2000873,515,MAGAZINES
2001183,584,CLEANING
2001209,1417,CLEANING
2001632,1095,GROCERY I
2002043,1525,MAGAZINES
2002136,1470,DAIRY
2002166,2299,DAIRY
2002282,35,"LIQUOR,WINE,BEER"
2002412,782,GROCERY I
2002445,1018,PERSONAL CARE
2002465,2148,CLEANING
2002469,854,GROCERY I
2002703,667,GROCERY I
2002963,771,GROCERY I
2003375,103,GROCERY I
2003389,454,GROCERY I
2003392,165,HOME AND KITCHEN I
2003409,611,GROCERY I
2003709,2264,BEVERAGES
2004673,28,CLEANING
2004694,918,BEVERAGES
2004738,95,CLEANING
2004754,100,GROCERY I
2005047,1019,BEVERAGES
2005057,402,GROCERY I
2005060,25,"LIQUOR,WINE,BEER"
2005083,610,BEVERAGES
2005102,122,HOME AND KITCHEN I
2005143,1402,BEVERAGES
2005274,1260,BEVERAGES
2005298,866,BEVERAGES
2005335,114,GROCERY I
2005384,932,BEVERAGES
2005613,751,GROCERY I
2005731,43,CLEANING
2005844,595,HOME AND KITCHEN II
2005877,902,GROCERY I
2005984,1817,GROCERY I
2006047,464,HOME CARE
2006089,165,GROCERY I
2006144,108,HOME AND KITCHEN II
2006310,519,GROCERY I
2006614,1313,BEVERAGES
2006630,65,GROCERY I
2006779,502,BEVERAGES
2006810,520,BEVERAGES
2006812,8968,BEVERAGES
2006928,2384,BEVERAGES
2007088,938,DAIRY
2007114,74,PERSONAL CARE
2007117,2456,DAIRY
2007133,930,DAIRY
2007186,1746,DAIRY
2007250,670,DAIRY
2007265,381,MAGAZINES
2007505,19,CLEANING
2008518,882,BEVERAGES
2008562,765,CLEANING
2008567,16,PERSONAL CARE
2008571,1642,BEVERAGES
2008589,51,CLEANING
2008747,844,BEVERAGES
2009639,529,DAIRY
2009827,981,GROCERY I
2010049,1335,BEVERAGES
2010082,57,GROCERY I
2010125,76,GROCERY I
2010127,1183,GROCERY I
2010192,1353,GROCERY I
2010216,1825,GROCERY I
2010233,1483,GROCERY I
2010235,2709.364,FROZEN FOODS
2010260,2276,GROCERY I
2010269,2445,GROCERY I
2010278,2017,GROCERY I
2010282,190,GROCERY I
2010290,1030,GROCERY I
2010315,405,PERSONAL CARE
2010329,5832,GROCERY I
2010356,1802,GROCERY I
2010359,952,GROCERY I
2010370,1501,GROCERY I
2010379,559,GROCERY I
2010404,1044,GROCERY I
2010419,1848,GROCERY I
2010428,1809,GROCERY I
2010444,13,GROCERY I
2010456,1000,GROCERY I
2010487,124,GROCERY I
2010498,1887,GROCERY I
2010511,7802,GROCERY I
2010519,212,GROCERY I
2010568,6952,GROCERY I
2010574,57,GROCERY I
2010598,508,GROCERY I
2010615,1375,GROCERY I
2010652,2863,GROCERY I
2010667,2323,GROCERY I
2010676,4387,GROCERY I
2010693,1371,GROCERY I
2010702,34,GROCERY I
2010743,1870,GROCERY I
2010755,1062.622,FROZEN FOODS
2010756,1707,GROCERY I
2010762,2278,GROCERY I
2010766,1046,GROCERY I
2010779,1441,GROCERY I
2010786,1309,GROCERY I
2010793,400,GROCERY I
2010837,2009.651,FROZEN FOODS
2010880,1110,GROCERY I
2010885,1376,GROCERY I
2010902,13457,GROCERY I
2010913,354,GROCERY I
2010916,4672,GROCERY I
2010918,3199,GROCERY I
2010945,85,GROCERY I
2010959,1940,GROCERY I
2010964,92,GROCERY I
2010972,952.382,FROZEN FOODS
2010989,1381,GROCERY I
2011008,1390,GROCERY I
2011032,3229.385,FROZEN FOODS
2011054,1404.765,FROZEN FOODS
2011073,9129,GROCERY I
2011080,1020,GROCERY I
2011105,1010,GROCERY I
2011110,1360,GROCERY I
2011114,66,GROCERY I
2011127,125,GROCERY I
2011148,198,GROCERY I
2011153,1567,GROCERY I
2011155,1270,GROCERY I
2011200,1772,GROCERY I
2011208,1140,GROCERY I
2011211,1613,GROCERY I
2011216,37,"LIQUOR,WINE,BEER"
2011218,1153,GROCERY I
2011220,2541,GROCERY I
2011225,1963,GROCERY I
2011243,1340,GROCERY I
2011259,2797,GROCERY I
2011266,1369,GROCERY I
2011328,3448,GROCERY I
2011329,2649,GROCERY I
2011346,39,GROCERY I
2011399,1753,GROCERY I
2011401,835,GROCERY I
2011449,1335,GROCERY I
2011450,15,GROCERY I
2011463,985,GROCERY I
2011471,23,GROCERY I
2011583,448,BEVERAGES
2011872,765,GROCERY I
2011898,31,HOME CARE
2011910,887,GROCERY I
2011927,101,CLEANING
2011934,43,CLEANING
2011938,937,DAIRY
2012385,45,CLEANING
2012410,856,BEVERAGES
2012576,480,GROCERY I
2012591,804,GROCERY I
2012970,74,BEVERAGES
2013086,2849,BEVERAGES
2013309,873,BEVERAGES
2013450,266,BEVERAGES
2013621,1116,GROCERY I
2013632,653,BEVERAGES
2013648,49,"LIQUOR,WINE,BEER"
2013651,2771,GROCERY I
2013674,1275,GROCERY I
2013931,3184,BEVERAGES
2014053,902,BEVERAGES
2014085,974,BEVERAGES
2014089,901,BEVERAGES
2014094,3578,BEVERAGES
2014097,469,BEVERAGES
2014922,48,GROCERY I
2015628,563,GROCERY I
2015815,248,BEVERAGES
2015820,621,GROCERY I
2016322,83,BEVERAGES
2016362,145,GROCERY I
2016407,450,BEVERAGES
2016419,555,BEVERAGES
2016441,31,BEVERAGES
2016619,40,CLEANING
2016642,40,CLEANING
2016716,972,FROZEN FOODS
2016737,876,FROZEN FOODS
2016738,1121,FROZEN FOODS
2016795,23,GROCERY I
2016864,52,GROCERY I
2017079,722,BEVERAGES
2017173,2257,BEVERAGES
2017184,18,BEVERAGES
2017202,681,CLEANING
2017241,524,CLEANING
2017245,1067,DAIRY
2017257,27,PERSONAL CARE
2017343,179,GROCERY I
2017583,95,BOOKS
2018087,16,PERSONAL CARE
2018245,78,PERSONAL CARE
2018273,710,BEVERAGES
2018358,721,BEVERAGES
2018397,1232,BEVERAGES
2018471,932,BEVERAGES
2018612,559,BEVERAGES
2018690,1487,BEVERAGES
2018753,1475,PRODUCE
2019084,1726,GROCERY I
2026256,540,CLEANING
2026304,10,BEVERAGES
2026312,502,GROCERY I
2026369,37,GROCERY I
2026432,333,BEVERAGES
2026444,2447,GROCERY I
2026454,3027,GROCERY I
2026501,2352,GROCERY I
2026597,1217,GROCERY I
2026609,578,GROCERY I
2026631,2679,GROCERY I
2026650,3434,GROCERY I
2026683,1600,GROCERY I
2026801,4605,GROCERY I
2026858,1546,GROCERY I
2026893,1989,GROCERY I
2026945,6850,GROCERY I
2026959,3050,GROCERY I
2026983,8880,GROCERY I
2027090,1126,GROCERY I
2027203,2160,GROCERY I
2027252,2204,GROCERY I
2027559,5881,BEVERAGES
2027649,634,BEVERAGES
2027777,1218,DAIRY
2027809,483,BEVERAGES
2027827,662,DAIRY
2028217,760,BEVERAGES
2028307,623,DAIRY
2028315,892,DAIRY
2028335,667,DAIRY
2028403,761,BEVERAGES
2028404,2114,BEVERAGES
2028435,540,DAIRY
2028696,2190,BEVERAGES
2028754,499,DAIRY
2028810,1885,BEVERAGES
2028898,1482,BEVERAGES
2028983,487,GROCERY I
2029427,736,BEVERAGES
2029457,477,BEVERAGES
2029467,1085,BEVERAGES
2029494,347,BEVERAGES
2029519,746,BEVERAGES
2029543,163,PERSONAL CARE
2030002,326,GROCERY I
2030447,2329.761,POULTRY
2030606,626.441,POULTRY
2030822,906,GROCERY I
2031266,1475,PRODUCE
2031273,2256,PRODUCE
2031309,1058,PRODUCE
2031325,87,GROCERY I
2031378,1903,PRODUCE
2032088,798,PRODUCE
2032488,693,BEVERAGES
2033554,646.353,PRODUCE
2033699,791,DAIRY
2033805,1218,DAIRY
2033992,30,GROCERY I
2034104,1434,DAIRY
2034132,23,"LIQUOR,WINE,BEER"
2034212,576,GROCERY I
2035258,18,GROCERY I
2035293,498,BEVERAGES
2035576,8,"LIQUOR,WINE,BEER"
2035581,886,CLEANING
2035587,680,CLEANING
2036460,681,DELI
2036465,659,DELI
2036574,329,DELI
2036618,510.464,POULTRY
2036676,180,GROCERY I
2037008,788,HOME CARE
2037148,36,PERSONAL CARE
2037269,868,HOME CARE
2037487,2463,PRODUCE
2040614,48,GROCERY I
2040637,693,PRODUCE
2040862,1068,BEVERAGES
2042210,868,PRODUCE
2042314,110,GROCERY I
2042436,6801,BEVERAGES
2042614,90,CLEANING
2042941,15506,BEVERAGES
2042947,15298,BEVERAGES
2043198,279,BEVERAGES
2043261,946,GROCERY I
2043559,76,GROCERY I
2043795,1817,BEVERAGES
2043849,1262,BEVERAGES
2045162,105,PERSONAL CARE
2045280,96,LAWN AND GARDEN
2045360,181,LAWN AND GARDEN
2045373,314,LAWN AND GARDEN
2045493,13,GROCERY I
2045533,81,GROCERY I
2045545,613,BEVERAGES
2045637,82,LAWN AND GARDEN
2045783,168,LAWN AND GARDEN
2045834,86,LAWN AND GARDEN
2045986,91,LAWN AND GARDEN
2046021,124,LAWN AND GARDEN
2046260,62,GROCERY I
2046297,233,LAWN AND GARDEN
2046298,121,LAWN AND GARDEN
2046348,261,LAWN AND GARDEN
2046528,198,LAWN AND GARDEN
2046552,242,LAWN AND GARDEN
2046591,108,LAWN AND GARDEN
2046670,169,LAWN AND GARDEN
2046789,372,LAWN AND GARDEN
2046805,2317,BEVERAGES
2046903,46,CLEANING
2046916,1232,BEVERAGES
2047159,553,"LIQUOR,WINE,BEER"
2047211,794,"LIQUOR,WINE,BEER"
2047495,718,GROCERY I
2047496,517,BEVERAGES
2047506,1648,BEVERAGES
2047508,2264,BEVERAGES
2047752,737,CLEANING
2048113,716,GROCERY I
2048139,1082,GROCERY I
2048141,582,GROCERY I
2048163,922,GROCERY I
2048164,1030,GROCERY I
2048182,705,GROCERY I
2048193,169,GROCERY I
2048242,921,GROCERY I
2048246,429,GROCERY I
2048248,748,GROCERY I
2048271,1231,GROCERY I
2048279,3291,GROCERY I
2048300,1161,GROCERY I
2048313,948,GROCERY I
2048323,621,GROCERY I
2048358,202,PERSONAL CARE
2048362,801,GROCERY I
2048374,605,GROCERY I
2048381,585,GROCERY I
2048399,1880,GROCERY I
2048406,692,GROCERY I
2048421,382,GROCERY I
2048471,512,GROCERY I
2048515,3428,GROCERY I
2048546,1032,GROCERY I
2048596,1399,GROCERY I
2048609,1260,GROCERY I
2048624,2668,GROCERY I
2048633,1185,GROCERY I
2048674,786,GROCERY I
2048874,12,GROCERY II
2048954,8,PERSONAL CARE
2049003,276,LAWN AND GARDEN
2049026,16,PERSONAL CARE
2049037,60,HOME AND KITCHEN I
2049081,607,PRODUCE
2049153,84,HOME AND KITCHEN I
2049304,11,GROCERY I
2049778,4632,BEVERAGES
2051064,362,PERSONAL CARE
2052563,103,GROCERY I
2053415,19,GROCERY I
2053564,20,PERSONAL CARE
2053590,1061,DAIRY
2053610,669,DAIRY
2053614,630,DAIRY
2053630,723,GROCERY II
2053751,230,BEVERAGES
2053874,1157,BEVERAGES
2054101,929,BEVERAGES
2054291,487,BEVERAGES
2054300,21,GROCERY I
2054580,1751,BEVERAGES
2054605,27,"LIQUOR,WINE,BEER"
2054635,911,BEVERAGES
2054903,16,PERSONAL CARE
2056549,664,PREPARED FOODS
2056557,374,GROCERY I
2056764,45,SCHOOL AND OFFICE SUPPLIES
2056876,40,SCHOOL AND OFFICE SUPPLIES
2057033,904,BEVERAGES
2057231,2401.159,PREPARED FOODS
2057387,118,SCHOOL AND OFFICE SUPPLIES
2057442,552,BEVERAGES
2057762,39,GROCERY I
2058362,121,GROCERY I
2058758,1333,BEVERAGES
2058764,384,BEVERAGES
2058895,263,BEVERAGES
